,report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,latitude,longitude,on_street_road_highway,street_address_number,from_intersection_of,geometry
33867,88347575,2020,2020-09-16 05:35,18.0,1,1,30.4099253913278,-84.1394650059997,COUNTY ROAD 2196 (OLD ST AUGUSTINE RD),,LOUVINIA DRIVE,POINT (-84.1394650059997 30.4099253913278)
33868,89299892,2020,2020-12-02 20:30,18.0,1,1,30.313826,-84.247297,WOODVILLE HWY,9373,,POINT (-84.247297 30.313826)
33869,89149571,2020,2020-06-02 08:30,18.0,1,5,30.499458,-84.334681,FRED GEORGE RD,,ARROW POINTE APARTMENTS,POINT (-84.334681 30.499458)
33870,89148300,2020,2020-02-25 06:45,18.0,1,0,30.476815,-84.239317,CENTERVILLE RD,,CENTRE POINTE BLVD,POINT (-84.239317 30.476815)
33871,90110025,2020,2020-07-29 00:45,18.0,1,2,30.562772,-84.277635,N MERIDIAN RD,,SPANISH MOSS DR,POINT (-84.277635 30.562772)
33872,90111522,2020,2020-10-17 23:40,18.0,1,2,30.469511,-84.287651,N MONROE ST,,W DELLVIEW DR,POINT (-84.287651 30.469511)
33873,89149534,2020,2020-05-29 12:23,18.0,1,1,30.484367,-84.337854,HUNTINGTON WOODS BLVD,3123,,POINT (-84.33785399999999 30.484367)
33874,89299899,2020,2020-12-09 12:17,18.0,2,4,30.56094,-84.205097,BRADFORDVILLE RD,4391,WIDE FIELD DR,POINT (-84.20509699999999 30.56094)
33875,88301155,2020,2020-12-01 07:54,18.0,1,1,30.4836122701431,-84.3057756500497,INTERSTATE 10 EASTBOUND MM 199,,UNITED STATES HIGHWAY 27,POINT (-84.3057756500497 30.4836122701431)
33876,89299225,2020,2020-06-06 07:30,18.0,1,1,30.413174,-84.193635,OLD SAINT AUGUSTINE RD,,SUGARFOOT LN,POINT (-84.193635 30.413174)
33877,89148950,2020,2020-03-27 12:08,18.0,1,1,30.435746,-84.280734,S MONROE ST,,E GAINES ST,POINT (-84.280734 30.435746)
33878,90112270,2020,2020-11-22 06:50,18.0,1,1,30.476013,-84.307281,STONE RD,1411,,POINT (-84.307281 30.476013)
33879,88326796,2020,2020-03-22 12:11,18.0,3,3,30.5002752800519,-84.2610359412962,INTERSTATE 10 (STATE ROAD 8),,STATE ROAD 61,POINT (-84.2610359412962 30.5002752800519)
33880,83834850,2020,2020-05-19 17:35,18.0,1,1,30.31778,-84.2379,PAGE ROAD,,DUGGAR ROAD,POINT (-84.2379 30.31778)
33881,88366668,2020,2020-11-23 18:20,18.0,1,4,30.47949,-84.36333,STATE ROAD 8 MM 196 WB,,STATE ROAD 283,POINT (-84.36333 30.47949)
33882,88366669,2020,2020-11-23 18:20,18.0,1,1,30.47949,-84.36333,STATE ROAD 8 MM 196 WB,,STATE ROAD 263,POINT (-84.36333 30.47949)
33883,90111427,2020,2020-10-12 20:00,18.0,1,1,30.496887,-84.24444,CAPITAL CIR NE,3255,,POINT (-84.24444 30.496887)
33884,89148909,2020,2020-03-23 10:05,18.0,1,0,30.477766,-84.237047,NE CAPITAL CIR,1994,,POINT (-84.237047 30.477766)
33885,88271797,2020,2020-06-02 15:15,18.0,1,1,30.4782558391379,-84.3299762841073,INTERSTATE 10,,MM198 WESTBOUND,POINT (-84.3299762841073 30.4782558391379)
33886,90110390,2020,2020-08-20 09:50,18.0,1,1,30.488106,-84.239849,NE CAPITAL CIR,2700,,POINT (-84.23984900000001 30.488106)
33887,88260930,2020,2020-11-09 06:56,18.0,1,2,30.3251036728237,-84.6937806701208,SMITH CREEK ROAD (COUNTY ROAD 375),,GENERATION GAP TRAIL,POINT (-84.6937806701208 30.3251036728237)
33888,89769406,2020,2020-10-15 17:56,18.0,2,1,30.441534,-84.297107,TRADITIONS WAY,860,,POINT (-84.297107 30.441534)
33889,90110574,2020,2020-08-29 05:45,18.0,1,1,30.434302,-84.275787,SUWANNEE ST,,E GAINES ST,POINT (-84.27578699999999 30.434302)
33890,88205467,2020,2020-07-15 12:50,18.0,1,1,30.47827,-84.32999,INTERSTATE 10 EXIT RAMP,,US HIGHWAY 27,POINT (-84.32999 30.47827)
33891,89299349,2020,2020-07-16 13:06,18.0,2,1,30.492777,-84.344754,FRED GEORGE RD,4019,,POINT (-84.34475399999999 30.492777)
33892,89299966,2020,2020-12-22 08:50,18.0,2,1,30.435929,-84.336069,DON PRICE WAY,,,POINT (-84.33606899999999 30.435929)
33893,88414575,2021,2021-02-04 12:20,18.0,1,1,30.4834315540463,-84.3810518759571,EB I-10 MM 195,,I-10 MM 196,POINT (-84.3810518759571 30.4834315540463)
33894,88238890,2021,2021-03-11 15:45,18.0,1,1,30.49946,-84.21803,INTERSTATE 10 EASTBOUND 205 MM,,CENTERVILLE ROAD,POINT (-84.21803 30.49946)
33895,90114133,2021,2021-03-06 15:00,18.0,1,1,30.442114,-84.274973,E PARK AVE,550,,POINT (-84.274973 30.442114)
33896,88238901,2021,2021-05-14 14:07,18.0,1,2,30.49811,-84.20139,INTERSTATE 10 WB 206 MM,,COUNTY ROAD 151 (CENTERVILLE ROAD),POINT (-84.20139 30.49811)
33897,90114328,2021,2021-03-16 15:57,18.0,2,2,30.486332,-84.256283,WOODGATE WAY,1304,,POINT (-84.256283 30.486332)
33898,90113605,2021,2021-02-06 02:00,18.0,1,1,30.435529,-84.291467,W GAINES ST,650,,POINT (-84.291467 30.435529)
33899,90114358,2021,2021-03-18 10:14,18.0,1,3,30.475104,-84.363139,CAPITAL CIR NW,,COMMONWEALTH BLVD,POINT (-84.363139 30.475104)
33900,88514669,2021,2021-06-20 05:25,18.0,1,1,30.55885,-84.35869,CR-0361 (OLD BAINBRIDGE RD),,OCHLOCKNEE RD,POINT (-84.35869 30.55885)
33901,24339166,2021,2021-04-19 00:29,18.0,1,1,30.488699,-84.317818,N MONROE ST,,,POINT (-84.317818 30.488699)
33902,90115147,2021,2021-04-26 23:00,18.0,1,2,30.454746,-84.313424,GREEN TREE LN,,HIGH RD,POINT (-84.313424 30.454746)
33903,89769424,2021,2021-01-08 02:40,18.0,2,2,30.440362,-84.287545,W COLLEGE AVE,447,,POINT (-84.28754499999999 30.440362)
33904,88287926,2021,2021-05-08 00:00,18.0,1,2,30.49836,-84.18464,INTERSTATE 10,,MAHAN DR,POINT (-84.18464 30.49836)
33905,88495464,2021,2021-04-15 10:40,18.0,1,1,30.5287711845746,-84.3678576319449,TREE CARE WAY,,TOWER ROAD,POINT (-84.3678576319449 30.5287711845746)
33906,88479373,2021,2021-04-09 06:45,18.0,1,2,30.4839433512163,-84.3810367657507,INTERSTATE 10 (STATE ROAD 8),,STATE ROAD 263,POINT (-84.38103676575069 30.4839433512163)
33907,89299985,2021,2021-01-05 14:27,18.0,2,2,30.502918,-84.32858,N MONROE ST,3831,,POINT (-84.32858 30.502918)
33908,90115978,2021,2021-06-13 03:40,18.0,1,2,30.433746,-84.289497,RAILROAD AVE,939,,POINT (-84.289497 30.433746)
33909,90113457,2021,2021-01-30 22:00,18.0,2,3,30.440389,-84.317574,W PENSACOLA ST,,S OCALA RD,POINT (-84.31757399999999 30.440389)
33910,90114703,2021,2021-04-07 08:30,18.0,1,1,30.451309,-84.341881,APPLEYARD DR,770,,POINT (-84.341881 30.451309)
33911,90114752,2021,2021-04-09 03:20,18.0,1,1,30.433939,-84.286697,ST FRANCIS ST,415,,POINT (-84.286697 30.433939)
33912,90114485,2021,2021-03-26 00:00,18.0,1,1,30.392662,-84.277406,WOODVILLE HWY,3705,,POINT (-84.277406 30.392662)
33913,90114303,2021,2021-03-15 15:20,18.0,2,2,30.380112,-84.29037,CRAWFORDVILLE RD,,MEREDITH DR,POINT (-84.29037 30.380112)
33914,88369771,2021,2021-05-01 22:20,18.0,1,1,30.6740625177467,-84.1591226533324,U.S. HIGHWAY 319 (STATE ROAD 61),,COUNTY ROAD 12,POINT (-84.1591226533324 30.6740625177467)
33915,88490623,2021,2021-04-21 14:45,18.0,2,2,30.4782639547842,-84.124948769711,INTERSTATE 10 MM211 EB,,US-90,POINT (-84.124948769711 30.4782639547842)
33916,90115148,2021,2021-04-26 23:15,18.0,1,1,30.434278,-84.289823,RAILROAD AVE,,SAINT FRANCIS ST,POINT (-84.289823 30.434278)
33917,88287922,2021,2021-03-31 16:40,18.0,1,2,30.50174,-84.25136,INTERSTATE 10,,THOMASVILLE RD,POINT (-84.25136000000001 30.50174)
33918,88181418,2020,2020-12-29 11:50,18.0,1,5,30.47802,-84.09114,INTERSTATE 10,,MILE MARKER 212 WESTBOUND,POINT (-84.09114 30.47802)
33919,90116114,2021,2021-06-20 22:16,18.0,1,2,30.43044,-84.336094,PLANT ST,2830,,POINT (-84.336094 30.43044)
33920,90114917,2021,2021-04-16 10:12,18.0,1,1,30.448672,-84.302692,W TENNESSEE ST,1060,,POINT (-84.30269199999999 30.448672)
33921,88427277,2021,2021-03-19 03:19,18.0,1,1,30.4814531063083,-84.3697477769688,INTERSTATE 10,,STATE ROAD 263,POINT (-84.36974777696879 30.4814531063083)
33922,90113601,2021,2021-02-06 20:30,18.0,1,1,30.432369,-84.230395,CAMELLIAWOOD CIR W,,CAMELLIAWOOD LN,POINT (-84.230395 30.432369)
33923,90113644,2021,2021-02-10 02:00,18.0,1,1,30.426552,-84.232357,APALACHEE PKWY,2849,,POINT (-84.23235699999999 30.426552)
33924,24339381,2021,2021-06-27 15:00,18.0,2,1,30.502338,-84.330308,FRED GEORGE RD,3840,,POINT (-84.330308 30.502338)
33925,90116285,2021,2021-06-29 11:36,18.0,1,2,30.441036,-84.324357,2295 W PENSACOLA ST,2295,,POINT (-84.32435700000001 30.441036)
33926,82079220,2021,2021-06-17 13:40,18.0,1,1,30.48561,-84.29766,SR-8 (I-10 E)  AT MM 200,,MERIDIAN ROAD,POINT (-84.29765999999999 30.48561)
33927,90112829,2020,2020-12-25 12:20,18.0,1,2,30.413918,-84.328723,PAUL DIRAC DR,2345,ORANGE AVE,POINT (-84.328723 30.413918)
33928,90113759,2021,2021-02-15 17:42,18.0,1,2,30.538799,-84.27766,N MERIDIAN RD,,MILLER LANDING RD,POINT (-84.27766 30.538799)
33929,24339075,2020,2020-12-22 11:00,18.0,2,5,30.334808,-84.252217,WOODVILLE HWY,,J LEWIS HALL SR,POINT (-84.252217 30.334808)
33930,90115440,2021,2021-05-12 14:07,18.0,1,1,30.439899,-84.283634,DUVAL ST S,306,,POINT (-84.28363400000001 30.439899)
33931,24339014,2021,2021-03-06 12:00,18.0,2,0,30.560758,-84.21577,BRADFORDIVLLE RD,3700,,POINT (-84.21577000000001 30.560758)
33932,90113320,2021,2021-01-22 21:37,18.0,1,1,30.427781,-84.237764,APALACHEE PKWY,,CROSS CREEK CIR,POINT (-84.237764 30.427781)
33933,87105364,2021,2021-05-10 06:10,18.0,1,1,30.4843329285429,-84.3016232678926,INTERSTATE 10,,STATE ROAD 63,POINT (-84.30162326789259 30.4843329285429)
33934,90113037,2021,2021-01-07 06:30,18.0,1,1,30.438134,-84.275491,APALACHEE PKWY,,SUWANNEE ST,POINT (-84.275491 30.438134)
33935,90113892,2021,2021-02-22 13:41,18.0,1,1,30.451093,-84.250174,N BLAIR STONE RD,,MAHAN DR,POINT (-84.250174 30.451093)
33936,24338958,2021,2021-02-15 14:09,18.0,2,1,30.488763,-84.318324,N MONROE ST,3221,,POINT (-84.318324 30.488763)
33937,88366694,2021,2021-03-16 06:52,18.0,2,3,30.553818198314,-84.3842130874186,US HIGHWAY 27,,SHADY REST ROAD,POINT (-84.3842130874186 30.553818198314)
33938,90113821,2021,2021-02-18 20:00,18.0,2,2,30.451629,-84.308361,CAMPUS CIR,,W TENNESSEE ST,POINT (-84.308361 30.451629)
33939,90113795,2021,2021-02-17 14:51,18.0,1,1,30.389855,-84.326459,SPRINGHILL RD,4505,,POINT (-84.326459 30.389855)
33940,90114251,2021,2021-03-13 05:02,18.0,1,1,30.442629,-84.247352,NORTH BLAIRE STONE ROAD,101,,POINT (-84.24735200000001 30.442629)
33941,88291133,2021,2021-03-13 12:20,18.0,1,2,30.4854716750964,-84.2986282588859,INTERSTATE 10 (STATE ROAD 8),,US 27 (STATE ROAD 63),POINT (-84.2986282588859 30.4854716750964)
33942,24339277,2021,2021-05-25 16:00,18.0,2,1,30.465131,-84.331313,VALLEY GREEN DR,1477,,POINT (-84.33131299999999 30.465131)
33943,90115765,2021,2021-06-02 20:41,18.0,1,5,30.45538,-84.294176,W 6TH AVE,,OLD BAINBRIDGE RD,POINT (-84.29417599999999 30.45538)
33944,90113883,2021,2021-02-21 17:55,18.0,2,2,30.480719,-84.23499,CAPITAL CIR NE,2111,,POINT (-84.23499 30.480719)
33945,90114126,2021,2021-03-06 05:50,18.0,1,5,30.477957,-84.313942,OLD BAINBRIDGE RD,,WILLAMETTE RD,POINT (-84.313942 30.477957)
33946,24339007,2021,2021-03-05 16:43,18.0,2,1,30.425314,-84.198579,QUAZAR RD,1659,QUAZAR CIR,POINT (-84.198579 30.425314)
33947,90115734,2021,2021-05-31 17:12,18.0,1,4,30.404904,-84.298997,TANNER DR,,WHEATLEY RD,POINT (-84.298997 30.404904)
33948,88366702,2021,2021-03-30 18:01,18.0,1,2,30.4782599603575,-84.3409985077803,INTERSTATE 10 MILE MARKER 197 WB,,CAPITAL CIRCLE NW,POINT (-84.3409985077803 30.4782599603575)
33949,90114560,2021,2021-03-30 09:20,18.0,1,1,30.506929,-84.243149,DELANEY DR,1555,,POINT (-84.243149 30.506929)
33950,90115681,2021,2021-05-28 12:15,18.0,1,1,30.38472,-84.29146,CRAWFORDVILLE TRCE,,ANASTASIA CT,POINT (-84.29146 30.38472)
33951,89769397,2020,2020-09-20 05:01,18.0,1,1,30.443852,-84.29806,N WOODWARD AVE,465,W. CALL ST.,POINT (-84.29806000000001 30.443852)
33952,88276860,2021,2021-05-23 17:20,18.0,2,2,30.4827789121808,-84.307770132886,INTERSTATE 10 (STATE ROAD 8),,US HIGHWAY 27 (STATE ROAD 63),POINT (-84.30777013288601 30.4827789121808)
33953,88349825,2021,2021-05-16 22:55,18.0,1,0,30.47827,-84.32999,I-10 E,,CAPITAL CIRCLE SW (STATE ROAD 263),POINT (-84.32999 30.47827)
33954,24414771,2021,2021-05-09 20:31,18.0,2,1,30.444976,-84.313721,HERITAGE GROVE CIR,1920,,POINT (-84.313721 30.444976)
33955,90115612,2021,2021-05-23 21:31,18.0,1,1,30.45834,-84.362462,W TENNESSEE ST,,CAPITAL CIR NW,POINT (-84.36246199999999 30.45834)
33956,24339186,2021,2021-04-29 02:17,18.0,1,1,30.324424,-84.284079,OAK RIDGE RD W,865,SOUTHERN PARK DR,POINT (-84.28407900000001 30.324424)
33957,24339347,2021,2021-06-16 14:00,18.0,2,1,30.445864,-84.318555,OCALA RD,800,,POINT (-84.318555 30.445864)
33958,90115241,2021,2021-05-01 17:24,18.0,1,2,30.445997,-84.321016,W TENNESSEE ST,,AMELIA CIR,POINT (-84.321016 30.445997)
33959,88284234,2021,2021-05-01 06:50,18.0,1,4,30.4841,-84.3844,INTERSTATE 10 (STATE ROAD 8),,STATE ROAD 263 (CAPITAL CIRLE NW),POINT (-84.3844 30.4841)
33960,90114735,2021,2021-01-14 19:09,18.0,1,1,30.434043,-84.350104,BALDWIN PARK DR,,JACKSON BLUFF RD,POINT (-84.350104 30.434043)
33961,88347746,2021,2021-06-25 22:45,18.0,1,2,30.4933850969468,-84.1711656213633,INTERSTATE 10 (STATE ROAD 8),,UNITED STATES 90 (MAHAN DRIVE),POINT (-84.1711656213633 30.4933850969468)
33962,90113497,2021,2021-02-01 12:20,18.0,1,1,30.457866,-84.260127,MICCOSUKEE RD,1300,,POINT (-84.260127 30.457866)
33963,24414767,2021,2021-05-01 02:27,18.0,2,3,30.437097,-84.289674,MACOMB ST,,W SAINT AUGUSTINE ST,POINT (-84.28967400000001 30.437097)
33964,24414760,2021,2021-04-17 20:31,18.0,2,2,30.439608,-84.298075,W JEFFERSON ST,,S WOODWARD AVE,POINT (-84.298075 30.439608)
33965,90115686,2021,2021-05-28 14:25,18.0,1,7,30.430347,-84.312168,PEPPER DR,,GLENDA DR,POINT (-84.312168 30.430347)
33967,90115647,2021,2021-05-26 07:10,18.0,1,1,30.470938,-84.371829,NORTHWEST PSGE,,HARTSFIELD RD,POINT (-84.37182900000001 30.470938)
33968,90115649,2021,2021-05-26 06:45,18.0,1,1,30.502619,-84.16051,MICCOSUKEE RD,,MILES JOHNSON RD,POINT (-84.16051 30.502619)
33969,90115582,2021,2021-05-21 17:00,18.0,2,1,30.501959,-84.329462,MONROE ST N,3831,,POINT (-84.32946200000001 30.501959)
33970,90115796,2021,2021-06-03 15:06,18.0,1,1,30.47379,-84.289852,JOHN KNOX RD,,,POINT (-84.289852 30.47379)
33971,90113407,2021,2021-01-27 02:15,18.0,1,3,30.43206,-84.289663,FLEETWOOD WAY,1040,,POINT (-84.289663 30.43206)
33972,24338973,2021,2021-02-23 18:53,18.0,1,3,30.456501,-84.319943,CONTINENTAL AVE,2380,,POINT (-84.31994299999999 30.456501)
33973,90113910,2021,2021-02-23 13:55,18.0,2,1,30.449612,-84.309459,W TENNESSEE ST,1666,,POINT (-84.309459 30.449612)
33974,87116981,2018,2018-07-24 17:25,19.0,1,1,30.4871879518032,-84.2945200670511,INTERSTATE 10 (STATE ROAD 91) 200 MM,,SHARER ROAD,POINT (-84.2945200670511 30.4871879518032)
33976,87843873,2019,2019-01-24 09:21,19.0,1,1,30.458632,-84.261416,MICCOSUKEE RD,1300,,POINT (-84.261416 30.458632)
33979,89299764,2020,2020-10-31 02:30,19.0,2,3,30.441065,-84.323247,W PENSACOLA ST,2202,,POINT (-84.32324699999999 30.441065)
33980,89149195,2020,2020-04-30 12:25,19.0,1,1,30.451282,-84.24985,N BLAIR STONE RD,,MAHAN DR,POINT (-84.24985 30.451282)
33981,89300014,2021,2021-01-15 17:15,19.0,3,4,30.568032,-84.223864,BANNERMAN RD,,MCBRIDE PT,POINT (-84.22386400000001 30.568032)
33982,86964961,2018,2018-02-19 13:25,20.0,1,1,30.438212,-84.273173,APALACHEE PKWY,,E PENSACOLA ST,POINT (-84.273173 30.438212)
33983,87841194,2018,2018-10-23 10:30,20.0,1,1,30.538331,-84.223643,TREDINGTON PARK DR,5200,,POINT (-84.223643 30.538331)
33984,89142780,2019,2019-07-29 10:00,20.0,1,1,30.446444,-84.296316,W VIRGINIA ST,,POPE ST,POINT (-84.296316 30.446444)
33985,89142960,2019,2019-08-06 21:50,20.0,1,1,30.449412,-84.303632,W BREVARD ST,1000,,POINT (-84.30363199999999 30.449412)
33986,87844379,2019,2019-02-11 20:36,20.0,1,1,30.434715,-84.337048,APPLEYARD DR,555,,POINT (-84.337048 30.434715)
33987,89142152,2019,2019-06-28 13:30,20.0,1,1,30.438092,-84.273248,APALACHEE PKWY,,SUWANNEE ST,POINT (-84.273248 30.438092)
33989,89149327,2020,2020-05-12 09:50,20.0,1,1,30.456204,-84.261922,MICCOSUKEE RD,1300,,POINT (-84.261922 30.456204)
33990,89148940,2020,2020-03-26 12:34,20.0,2,3,30.438087,-84.273211,APALACHEE PKWY,,SUWANNEE ST,POINT (-84.273211 30.438087)
33991,90111056,2020,2020-09-23 20:41,20.0,1,1,30.45562,-84.343491,W TENNESSEE ST,,BLOUNTSTOWN ST,POINT (-84.343491 30.45562)
33992,90111306,2020,2020-09-03 14:00,20.0,2,1,30.455657,-84.343474,W TENNESSEE ST,,BLOUNTSTOWN ST,POINT (-84.343474 30.455657)
33993,90114608,2021,2021-04-02 00:47,20.0,1,2,30.481013,-84.303084,N MONROE ST,2801,,POINT (-84.303084 30.481013)
33994,87837236,2018,2018-05-24 15:33,21.0,1,1,30.441735,-84.281532,E PARK AVE,115,,POINT (-84.281532 30.441735)
33995,87842093,2018,2018-11-16 18:00,21.0,1,1,30.438023,-84.278312,S GADSDEN ST,,E SAINT AUGUSTINE ST,POINT (-84.278312 30.438023)
33996,82875082,2021,2021-06-22 08:30,21.0,1,3,30.4851352702646,-84.3948268701523,I-10 W,,US 90,POINT (-84.3948268701523 30.4851352702646)
33998,85601437,2019,2019-02-18 06:45,22.0,1,1,30.5020591511976,-84.252108691142,INTERSTATE 10  (STATE ROAD 8),,201 MM,POINT (-84.252108691142 30.5020591511976)
33999,87265808,2019,2019-10-14 19:15,22.0,1,1,30.4850884450221,-84.3957070596114,INTERSTATE 10,,STATE ROAD 263,POINT (-84.3957070596114 30.4850884450221)
34000,88135074,2019,2019-10-15 20:40,22.0,1,1,30.5019940697897,-84.2497408068556,INTERSTATE 10 (STATE ROAD 8),,U.S. 319 (STATE ROAD 61),POINT (-84.2497408068556 30.5019940697897)
34001,88294825,2020,2020-02-16 15:10,22.0,1,2,30.4868992515028,-84.1591505699573,INTERSTATE 10 (STATE ROAD 8) DECEL RAMP,,US HIGHWAY 90 (STATE ROAD 10),POINT (-84.1591505699573 30.4868992515028)
34002,88367925,2020,2020-10-29 14:00,22.0,2,1,30.4845888577833,-84.302121826588,INTERSTATE 10 (STATE ROAD 8),,U.S. HWY 27 (STATE ROAD 63),POINT (-84.30212182658801 30.4845888577833)
34003,88366692,2021,2021-03-01 16:32,22.0,1,3,30.48494,-84.39611,INTERSTATE 10 MM 194 WB,,STATE ROAD 263,POINT (-84.39610999999999 30.48494)
34006,85546410,2018,2018-03-11 00:30,23.0,1,1,30.3248035814613,-84.2686609737575,OAK RIDGE ROAD,,DL COSBY LANE,POINT (-84.26866097375751 30.3248035814613)
34007,87836220,2018,2018-04-15 16:16,23.0,1,1,30.462157,-84.297757,OLD BAINBRIDGE RD,1623,,POINT (-84.297757 30.462157)
34008,87836514,2018,2018-04-26 09:09,23.0,1,2,30.51367,-84.249357,MACLAY RD,1372,MACLAY RD,POINT (-84.249357 30.51367)
34010,85180826,2018,2018-05-28 11:05,23.0,1,1,30.4829224850982,-84.3059879355133,ENTRANCE RAMP I10 EB 199MM,,I10 EB,POINT (-84.3059879355133 30.4829224850982)
34011,85569530,2018,2018-05-09 02:53,23.0,1,1,30.40065,-84.3205,WINDY PINE WAY,,SHADOWWOOD DR,POINT (-84.3205 30.40065)
34015,85562842,2018,2018-05-27 09:55,23.0,1,1,30.5002199672163,-84.2937892489135,ROBINHOOD ROAD  (IN FRONT OF 3304),,LAKESHORE DRIVE,POINT (-84.2937892489135 30.5002199672163)
34016,87838606,2018,2018-07-23 09:17,23.0,1,1,30.485081,-84.339892,MCCORD BLVD,3075,PINTA CT,POINT (-84.33989200000001 30.485081)
34017,87839703,2018,2018-09-03 14:40,23.0,1,2,30.502803,-84.232814,RAYMOND DIEHL RD,,ROYAL PALM WAY,POINT (-84.232814 30.502803)
34018,87504423,2018,2018-10-07 02:30,23.0,1,1,30.574166,-84.05762,MICCOSUKEE RD,,RANGER RD,POINT (-84.05762 30.574166)
34020,87841609,2018,2018-11-02 09:17,23.0,1,9,30.406132,-84.291884,PARKRIDGE DR,,SNELLINGS DR,POINT (-84.291884 30.406132)
34022,87842934,2018,2018-12-15 04:11,23.0,1,1,30.477103,-84.312559,OLD BAINBRIDGE RD,,STONE RD,POINT (-84.31255899999999 30.477103)
34023,87842951,2018,2018-12-16 00:00,23.0,1,1,30.465435,-84.33047,W THARPE ST,,VILLA SAN MARCO APARTMENTS,POINT (-84.33047000000001 30.465435)
34025,85601439,2019,2019-02-18 12:25,23.0,1,1,30.4780839203731,-84.331075185065,INTERSTATE 10 (STATE ROAD 8),,198 MM,POINT (-84.331075185065 30.4780839203731)
34026,88027200,2019,2019-02-01 20:50,23.0,1,2,30.4786595226886,-84.3556648287844,INTERSTATE 10 (STATE ROAD 8) WB 196 MM,,STATE ROAD 261,POINT (-84.3556648287844 30.4786595226886)
34027,89140944,2019,2019-05-09 08:11,23.0,1,1,30.478137,-84.237744,CENTERVILLE RD,2344,CAPITAL CIR NE,POINT (-84.23774400000001 30.478137)
34028,89142530,2019,2019-07-17 22:57,23.0,1,1,30.476081,-84.309001,FRED SMITH RD,1447,,POINT (-84.30900099999999 30.476081)
34029,87843277,2019,2019-01-01 02:30,23.0,1,0,30.504198,-84.255885,TIMBERLANE RD,1382,,POINT (-84.25588500000001 30.504198)
34030,88135066,2019,2019-09-23 06:51,23.0,1,2,30.4837900421149,-84.3885042487162,INTERSTATE 10 REST AREA P-LOT 194MM,,U.S. 90 (STATE ROAD 8),POINT (-84.3885042487162 30.4837900421149)
34031,87844823,2019,2019-02-28 15:40,23.0,1,1,30.402714,-84.352854,CAPITAL CIR SW,3232,,POINT (-84.35285399999999 30.402714)
34033,89297707,2019,2019-07-24 13:48,23.0,1,1,30.407767,-84.137555,LOUVINIA DR,,AUGUSTWOOD LN,POINT (-84.13755500000001 30.407767)
34034,88027204,2019,2019-02-19 19:00,23.0,1,2,30.4285900635496,-84.2085012866293,US HIGHWAY 27 (STATE ROAD 20E),,SOUTHWOOD PLANTATION ROAD,POINT (-84.2085012866293 30.4285900635496)
34035,88109737,2019,2019-11-02 19:00,23.0,1,3,30.4065167157191,-84.1131495778452,W W KELLEY ROAD,,HIDDEN CREEK LANE,POINT (-84.11314957784521 30.4065167157191)
34036,88109735,2019,2019-10-23 21:35,23.0,1,1,30.39088,-84.1056,W W KELLEY ROAD,,F A  ASH WAY,POINT (-84.1056 30.39088)
34037,88111358,2019,2019-04-24 06:30,23.0,1,1,30.39968,-84.33551,LONGLEAF ROAD,,LAKE BRADFORD RD,POINT (-84.33551 30.39968)
34038,88109698,2019,2019-06-15 03:15,23.0,1,1,30.47904,-84.16195,GLENMEADOW LANE,,ELMWOOD DRIVE,POINT (-84.16195 30.47904)
34040,88109715,2019,2019-08-15 00:30,23.0,1,1,30.3972463338307,-84.3274717402043,CAPITAL CIRCLE SW (STATE ROAD 263),,ENTREPOT BLVD,POINT (-84.3274717402043 30.3972463338307)
34041,89297549,2019,2019-07-12 04:00,23.0,1,1,30.539727,-84.213202,WHIRLAWAY TRL,2930,,POINT (-84.213202 30.539727)
34042,89298142,2019,2019-10-02 18:20,23.0,1,1,30.61765,-84.172221,THOMASVILLE RD,,HORSESHOE PLANTATION RD,POINT (-84.17222099999999 30.61765)
34043,89145492,2019,2019-11-02 02:30,23.0,1,3,30.466465,-84.310772,CROYDON DR,,HILLTOP DR,POINT (-84.310772 30.466465)
34044,89298313,2019,2019-11-01 18:39,23.0,1,1,30.482251,-84.183328,BOURGOGNE DR,,TOUR EIFFEL DR,POINT (-84.183328 30.482251)
34045,89299134,2020,2020-04-26 21:30,23.0,1,1,30.323682,-84.295037,OAK RIDGE RD W,1007,RIVERS WILLIAMS CIR,POINT (-84.29503699999999 30.323682)
34046,89147668,2020,2020-01-31 18:49,23.0,1,3,30.465434,-84.330804,W THARPE ST,,MARY ELLEN DR,POINT (-84.330804 30.465434)
34047,89298996,2020,2020-03-08 22:00,23.0,1,1,30.477941,-84.214528,MICCOSUKEE RD,,LITTLETON CIR,POINT (-84.214528 30.477941)
34048,89299177,2020,2020-05-15 12:30,23.0,1,2,30.377257,-84.300652,ISABELLE DR,,DAWSON DR,POINT (-84.300652 30.377257)
34049,90109453,2020,2020-06-23 00:20,23.0,1,1,30.457337,-84.324264,SAN LUIS RD,,DELGADO DR,POINT (-84.324264 30.457337)
34050,89149052,2020,2020-04-10 01:05,23.0,1,1,30.39484,-84.340053,CAPITAL CIR SW,3300,,POINT (-84.340053 30.39484)
34051,89299551,2020,2020-09-06 15:26,23.0,1,1,30.487271,-84.308801,LIVINGSTON RD,,LIVINGSTON CT,POINT (-84.308801 30.487271)
34052,89299556,2020,2020-09-08 07:20,23.0,1,1,30.592231,-84.284143,GARDNERS FARM RD,,N MERIDIAN RD,POINT (-84.284143 30.592231)
