report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
89298831,2020,2020-01-28 18:24,2020-01-28 00:00,200015373,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2020-01-28 18:24,2020-01-28 18:26,2020-01-28 18:28,2020-01-28 20:10,2,,2,CAPITAL CIR SW,,30.435059,-84.352971,,,,BLOUNTSTOWN HWY,,3,3,2,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,418,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-02-07 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147840,2020,2020-02-07 14:34,2020-02-07 00:00,2020-00020327,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-02-07 14:34,2020-02-07 14:34,2020-02-07 14:36,2020-02-07 15:00,2,,2,N DUVAL ST,,30.46151,-84.285105,,,,W 10TH AVE,,5,3,2,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,769,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-09 13:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149158,2020,2020-04-24 22:44,2020-04-24 00:00,2020-00064200,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-04-24 22:44,2020-04-24 22:44,2020-04-24 22:50,2020-04-24 23:17,2,,2,N MONROE ST,,30.4673,-84.285127,,,,N M L KING JR BLVD,,5,1,2,2,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,602,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-04-30 14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147669,2020,2020-01-31 23:45,2020-02-01 00:00,2020-00016376,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-31 23:45,2020-01-31 23:45,2020-01-31 23:46,2020-01-31 00:15,2,,2,RAILROAD AVE,,30.435438,-84.289768,,,,W GAINES ST,,5,3,2,1,4,2,2,1,,10,1,1,2,1,,,1,,,1,,,,,610,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-02 13:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147046,2020,2020-01-06 08:55,2020-01-29 00:00,2020-00002495,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-06 14:25,2020-01-06 14:25,2020-01-06 14:26,2020-01-06 15:00,2,,2,W SAINT AUGUSTINE ST,,30.437518,-84.296202,,,,LORENE ST,,5,1,2,1,1,1,1,1,,10,1,1,77,1,,,1,,,1,,,,,306,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-31 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147075,2020,2020-01-07 11:06,2020-01-24 00:00,2020-00002895,U,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-01-07 11:06,2020-01-07 11:06,2020-01-07 11:10,2020-01-07 11:45,2,,2,W GAINES ST,699,30.435222,-84.293191,,,,,,9,3,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,303,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-28 14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147559,2020,2020-01-27 19:57,2020-01-27 00:00,2020-00013840,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-27 19:57,2020-01-27 19:59,2020-01-27 20:01,2020-01-27 20:30,2,,2,W COLLEGE AVE,,30.440737,-84.283109,,,,S DUVAL ST,,5,3,2,1,4,1,1,1,,10,1,1,77,1,,,1,,,1,,,,,378,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-31 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147883,2020,2020-02-08 21:45,2020-02-08 00:00,2020-00020997,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-02-08 21:46,2020-02-08 21:46,2020-02-08 21:48,2020-02-08 22:20,2,,2,W PENSACOLA ST,2026,30.440648,-84.319456,,,W,S AUSLEY RD,,5,3,2,2,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,623,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-11 14:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147583,2020,2020-01-28 13:26,2020-01-28 00:00,2020-00014229,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-28 13:27,2020-01-28 13:27,2020-01-28 13:28,2020-01-28 14:35,2,,2,S MONROE ST,3005,30.407152,-84.280712,283,,S,BASS ST,,3,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,623,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-31 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147584,2020,2020-01-28 06:52,2020-01-28 00:00,2020-00014054,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-28 06:53,2020-01-28 06:53,2020-01-28 06:55,2020-01-28 07:30,2,,2,E ORANGE AVE,,30.412603,-84.277129,,,E,S MERIDIAN ST,,4,3,2,1,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,623,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-31 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298836,2020,2020-02-06 16:39,2020-02-06 00:00,20020518,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2020-02-06 16:39,2020-02-06 16:39,2020-02-06 16:41,2020-02-06 17:12,2,,2,MONROE ST N,3221,30.488397,-84.317959,,,,,,77,1,1,1,1,3,2,1,,10,8,1,77,77,10,,77,2,,1,,,,,422,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-02-12 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298438,2019,2019-11-23 17:51,2020-01-07 00:00,190186274,U,1,2,0,13,0,LEON,UNINCORPORATED,1,2019-11-23 17:51,2019-11-23 17:51,2019-11-23 17:59,2019-11-23 19:24,2,,2,OAK RIDGE RD W,,30.32425,-84.308341,1000,,E,WAKULLA SPRINGS RD,0,4,2,1,2,5,3,2,1,,10,3,1,1,10,10,,88,88,,1,,,,,256,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-01-09 14:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90110627,2020,2020-09-01 20:28,2020-10-28 00:00,2020-00124727,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-09-01 20:28,2020-09-01 20:28,2020-09-01 20:31,2020-09-01 23:34,1,THI INVESTIGATION,2,WILSON GREEN BLVD,,30.394917,-84.283139,8,,W,CRAWFORDVILLE RD,,4,1,1,2,5,2,2,1,,10,1,1,1,1,,,1,,,1,,,,,670,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-10-31 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148268,2020,2020-02-22 21:40,2020-02-22 00:00,2020-00028986,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-02-22 21:40,2020-02-22 21:40,2020-02-22 21:45,2020-02-22 22:10,2,,2,W SAINT AUGUSTINE ST,,30.437593,-84.298002,,,,S WOODWARD AVE,,5,1,2,1,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,720,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-24 14:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90109367,2020,2020-06-17 12:51,2020-06-17 00:00,2020-00092871,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-06-17 12:51,2020-06-17 12:55,2020-06-17 12:58,2020-06-17 13:40,2,,2,CAPITAL MEDICAL BLVD,,30.472673,-84.232604,,,,CAPITAL CIR NE,,2,3,2,1,1,2,1,1,,10,1,1,3,1,,,1,,,1,,,,,719,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-06-18 14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149376,2020,2020-05-17 12:45,2020-05-17 00:00,2020-00077810,S,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-05-17 12:49,2020-05-17 12:49,2020-05-17 13:02,2020-05-17 13:32,2,,2,NE CAPITAL CIR,2121,30.480484,-84.234941,,,,,,9,3,1,1,1,1,1,1,,10,2,1,1,1,,,1,,,1,,,,,676,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-05-18 13:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90109458,2020,2020-06-23 10:18,2020-06-23 00:00,2020-00095424,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-06-23 10:31,2020-06-23 10:33,2020-06-23 10:37,2020-06-23 11:20,2,,2,N BLAIR STONE RD,101,30.442538,-84.248982,,,,,,9,3,1,1,1,1,1,1,,10,1,1,4,1,,,1,,,1,,,,,511,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-06-24 14:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147824,2020,2020-02-06 18:48,2020-02-06 00:00,2020-00019735,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-02-06 18:49,2020-02-06 18:51,2020-02-06 18:55,2020-02-06 19:15,2,,2,W TENNESSEE ST,,30.452099,-84.336416,303,,W,MCKEITHAN ST,,5,3,1,1,4,3,2,1,,10,1,1,1,1,,,1,,,1,,,,,526,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-12 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148870,2020,2020-03-18 20:24,2020-04-06 00:00,2020-00042227,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-18 20:24,2020-03-18 20:24,2020-03-18 20:27,2020-03-18 21:32,2,,2,W PENSACOLA ST,,30.44136,-84.332717,230,,W,CACTUS ST,,5,1,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,357,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-04-09 13:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90111485,2020,2020-08-16 10:36,2020-08-16 00:00,2020-00118276,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-08-16 10:36,2020-08-16 10:36,2020-08-16 10:42,2020-08-16 10:42,2,,2,APALACHEE PKWY,,30.427812,-84.218558,175,,E,CARRIN DR,,5,1,3,1,1,1,1,1,,10,3,1,3,1,,,1,,,1,,,,,706,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-10-31 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148854,2020,2020-03-17 16:15,2020-03-17 00:00,2020-00041556,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-17 16:19,2020-03-17 16:27,2020-03-17 16:34,2020-03-17 17:11,2,,2,GAMBLE ST,,30.428646,-84.298674,42,,W,MILL ST,,5,3,6,2,1,1,1,1,,10,1,1,15,1,,,1,,,1,,,,,378,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-19 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89299154,2020,2020-05-06 12:38,2020-05-06 00:00,200066972,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2020-05-06 12:38,2020-05-06 12:38,2020-05-06 12:40,2020-05-06 13:12,1,HIT AND RUN CRASH,2,LAGNIAPPE WAY,,30.463434,-84.218181,,,,MAHAN DR,,5,3,3,2,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,12267,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-05-08 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148262,2020,2020-02-22 15:34,2020-02-22 00:00,2020-00028806,S,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-02-22 15:34,2020-02-22 15:37,2020-02-22 15:37,2020-02-22 16:25,2,,2,GRIFFIN ST,,30.455452,-84.297206,,,,DADE ST,,5,1,3,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,619,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-02-24 14:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90109460,2020,2020-06-23 12:41,2020-06-23 00:00,2020-00095472,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-06-23 12:41,2020-06-23 12:43,2020-06-23 12:45,2020-06-23 13:15,2,,2,CAPITAL CIR SE,1208,30.43043,-84.227209,,,,,,9,3,1,1,1,3,2,1,,10,8,1,1,1,,,2,,,1,,,,,511,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-06-24 14:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147274,2020,2020-01-14 20:00,2020-01-14 00:00,2020-00006782,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-01-14 20:00,2020-01-14 20:00,2020-01-14 20:01,2020-01-14 20:54,2,,2,N COPELAND ST,,30.44473,-84.290848,,,W,W TENNESSEE ST,,5,3,2,1,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,513,POLICE OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-16 14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89299263,2020,2020-06-16 09:03,2020-06-16 00:00,200082083,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2020-06-16 09:05,2020-06-16 09:06,2020-06-16 09:33,2020-06-16 10:08,2,,2,UNNAMED RD,,30.461388,-84.217512,,,,,,9,1,1,1,1,1,1,1,,10,2,1,1,1,,,1,,,1,,,,,279,FTO DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-06-17 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135101,2020,2020-04-02 14:55,2020-04-02 15:56,FHPH20OFF004092,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-04-02 14:59,2020-04-02 15:07,2020-04-02 15:27,2020-04-02 16:41,2,,2,2601 BLAIR STONE ROAD,,30.42546,-84.24935,250,,N,BLAIR STONE LANE,,5,3,1,1,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,4154,TPR,,,,,FLORIDA HIGHWAY PATROL,1,2020-04-13 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90112276,2020,2020-11-22 19:00,2020-12-03 00:00,2020-00160987,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-11-22 19:00,2020-11-22 19:03,2020-11-22 19:06,2020-11-22 19:45,2,,2,S MAGNOLIA DR,,30.435434,-84.261817,50,,S,E LAFAYETTE ST,,5,3,2,1,2,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,537,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-12-06 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149073,2020,2020-04-15 12:46,2020-04-15 00:00,2020-00057477,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-04-15 12:46,2020-04-15 13:47,2020-04-15 13:50,2020-04-15 14:30,2,,2,APALACHEE PKWY,,30.426922,-84.232372,,,,RICHVIEW RD,,5,1,2,1,1,1,1,1,,10,1,1,77,1,,,1,,,1,,,,,347,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-04-17 13:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149727,2020,2020-06-12 09:21,2020-06-12 00:00,2020-00090761,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-06-12 09:21,2020-06-12 09:24,2020-06-12 09:26,2020-06-12 10:00,2,,2,COMMONWEALTH BLVD,2900,30.475815,-84.350251,,,,,,9,2,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,747,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-06-15 13:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89299382,2020,2020-07-25 01:55,2020-07-25 00:00,200099498,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-07-25 02:26,2020-07-25 02:27,2020-07-25 02:56,2020-07-25 04:22,2,,2,KAY AVE,,30.413158,-84.251288,,,,BLAIR STONE RD,,5,1,2,1,5,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,200,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-08-01 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148459,2020,2020-03-01 19:21,2020-03-01 00:00,2020-00033388,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-01 19:21,2020-03-01 19:22,2020-03-01 19:24,2020-03-01 20:00,2,,2,W PENSACOLA ST,,30.44109,-84.328,72,,W,MABRY ST,,5,3,1,1,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,333,PATROL OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-11 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148884,2020,2020-03-20 19:15,2020-06-22 00:00,2020-00043454,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-20 19:28,2020-03-20 19:34,2020-03-20 19:38,2020-03-20 20:00,2,,2,W PENSACOLA ST,2101,30.440376,-84.320069,,,,,,9,1,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,357,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-07-10 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146939,2019,2019-12-29 23:28,2020-12-04 00:00,2019-00198841,U,1,3,0,13,50,LEON,TALLAHASSEE,2,2019-12-29 23:28,2019-12-29 23:28,2019-12-29 23:30,2019-12-29 02:48,2,,2,W TENNESSEE ST,,30.448968,-84.309941,35,,W,CALIARK ST,,5,3,1,2,4,3,2,1,,10,1,1,1,1,,,1,,,1,,,,,549,INV,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-12-06 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147935,2020,2020-02-10 21:44,2020-02-25 00:00,2020-00022004,V,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-02-10 21:44,2020-02-10 21:48,2020-02-10 21:50,2020-02-10 22:35,2,,2,N MONROE ST,,30.459203,-84.280912,,,,E 8TH AVE,,2,3,2,1,4,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,522,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-01 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88216117,2020,2020-10-19 17:59,2020-10-19 18:27,FHPH20OFF013857,L,1,3,0,13,0,LEON,UNINCORPORATED,1,2020-10-19 17:59,2020-10-19 18:03,2020-10-19 18:17,2020-10-19 18:28,2,,2,STATE ROAD 63 (N. MONROE ST),,30.48988,-84.32221,,0.1,S,RAY ROAD,,3,1,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,4145,TPR,,,,,FLORIDA HIGHWAY PATROL,1,2020-10-21 16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88068958,2019,2019-10-24 06:45,2020-01-28 10:36,FHPH19OFF015041,U,3,4,0,13,50,LEON,TALLAHASSEE,1,2019-10-24 06:58,2019-10-24 06:59,2019-10-24 07:09,2019-10-24 11:00,2,,2,US HIGHWAY 27 (STATE ROAD 63),,30.50067,-84.32843,282,,N,SWATTS ROAD,,2,1,1,2,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,1214,CORPORAL,,,,,FLORIDA HIGHWAY PATROL,1,2020-01-30 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298764,2020,2020-01-22 18:37,2020-01-23 00:00,200012040,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2020-01-22 18:38,2020-01-22 18:38,2020-01-22 18:44,2020-01-22 19:44,2,,2,N MONROE ST,,30.487221,-84.316504,230,,E,SESSIONS ST,,4,1,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,415,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2020-02-07 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148559,2020,2020-03-04 12:40,2020-03-04 00:00,2020-00034805,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-04 12:46,2020-03-04 12:49,2020-03-04 12:54,2020-03-04 14:30,2,,2,N DUVAL ST,,30.444782,-84.282998,,,,W TENNESSEE ST,,5,1,2,1,1,2,1,1,,10,1,1,2,1,,,1,,,1,,,,,655,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-06 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148449,2020,2020-03-01 01:46,2020-03-01 00:00,2020-00033102,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-03-01 01:46,2020-03-01 01:46,2020-03-01 01:46,2020-03-01 03:16,2,,2,STONE VALLEY WAY,,30.435493,-84.295853,,,,W GAINES ST,,5,3,2,1,4,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,665,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-02 14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88294578,2020,2020-05-22 21:22,2020-05-22 22:25,FHPH20OFF006037,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2020-05-22 21:25,2020-05-22 21:28,2020-05-22 21:44,2020-05-22 22:25,2,,2,STATE ROAD 363 (WOODVILE HIGHWAY),,30.3636785383287,-84.2649374228167,250,,S,MARPAN LANE,,3,2,1,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,4154,TPR,,,,,FLORIDA HIGHWAY PATROL,1,2020-06-02 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90110096,2020,2020-08-02 00:39,2020-08-02 00:00,2020-00112530,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-08-02 00:40,2020-08-02 00:44,2020-08-02 00:45,2020-08-02 01:40,2,,2,APPLEYARD DRIVE,770,30.452231,-84.342016,,,,,,9,3,1,2,4,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,385,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-08-03 13:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90109955,2020,2020-07-24 11:14,2020-07-24 00:00,2020-00108815,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-07-24 11:17,2020-07-24 11:17,2020-07-24 11:19,2020-07-24 12:25,2,,2,W TENNESSEE ST,,30.448804,-84.311733,320,,E,W CALL ST,,5,1,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,628,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-07-26 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149363,2020,2020-05-16 23:45,2020-05-16 00:00,2020-00076800,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-05-16 23:45,2020-05-16 23:47,2020-05-16 23:51,2020-05-16 00:20,2,,2,W TENNESSEE ST,,30.459462,-84.358053,911,,E,CAPITAL CIR NW,,5,3,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,526,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-05-17 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
